,cylinders,displayments,horsepower,weight,acceleration,model year,cluster,mpg,origin_1,origin_2,origin_3,origin,car name,brand,mpg_scaled,cylinders_str,origin_str
0,8,307.0,130.0,3504,12.0,70,1,18.0,1,0,0,1,chevrolet chevelle malibu,chevrolet,0.2393617021276596,8,1
1,8,350.0,165.0,3693,11.5,70,1,15.0,1,0,0,1,buick skylark 320,buick,0.15957446808510636,8,1
2,8,318.0,150.0,3436,11.0,70,1,18.0,1,0,0,1,plymouth satellite,plymouth,0.2393617021276596,8,1
3,8,304.0,150.0,3433,12.0,70,1,16.0,1,0,0,1,amc rebel sst,amc,0.18617021276595744,8,1
4,8,302.0,140.0,3449,10.5,70,1,17.0,1,0,0,1,ford torino,ford,0.2127659574468085,8,1
5,8,429.0,198.0,4341,10.0,70,1,15.0,1,0,0,1,ford galaxie 500,ford,0.15957446808510636,8,1
6,8,454.0,220.0,4354,9.0,70,1,14.0,1,0,0,1,chevrolet impala,chevrolet,0.1329787234042553,8,1
7,8,440.0,215.0,4312,8.5,70,1,14.0,1,0,0,1,plymouth fury iii,plymouth,0.1329787234042553,8,1
8,8,455.0,225.0,4425,10.0,70,1,14.0,1,0,0,1,pontiac catalina,pontiac,0.1329787234042553,8,1
9,8,390.0,190.0,3850,8.5,70,1,15.0,1,0,0,1,amc ambassador dpl,amc,0.15957446808510636,8,1
10,8,383.0,170.0,3563,10.0,70,1,15.0,1,0,0,1,dodge challenger se,dodge,0.15957446808510636,8,1
11,8,340.0,160.0,3609,8.0,70,1,14.0,1,0,0,1,plymouth 'cuda 340,plymouth,0.1329787234042553,8,1
12,8,400.0,150.0,3761,9.5,70,1,15.0,1,0,0,1,chevrolet monte carlo,chevrolet,0.15957446808510636,8,1
13,8,455.0,225.0,3086,10.0,70,1,14.0,1,0,0,1,buick estate wagon (sw),buick,0.1329787234042553,8,1
14,4,113.0,95.0,2372,15.0,70,0,24.0,0,0,1,3,toyota corona mark ii,toyota,0.39893617021276595,4,3
15,6,198.0,95.0,2833,15.5,70,1,22.0,1,0,0,1,plymouth duster,plymouth,0.3457446808510638,6,1
16,6,199.0,97.0,2774,15.5,70,1,18.0,1,0,0,1,amc hornet,amc,0.2393617021276596,6,1
17,6,200.0,85.0,2587,16.0,70,1,21.0,1,0,0,1,ford maverick,ford,0.3191489361702128,6,1
18,4,97.0,88.0,2130,14.5,70,0,27.0,0,0,1,3,datsun pl510,datsun,0.4787234042553191,4,3
19,4,97.0,46.0,1835,20.5,70,0,26.0,0,1,0,2,volkswagen 1131 deluxe sedan,volkswagen,0.4521276595744681,4,2
20,4,110.0,87.0,2672,17.5,70,0,25.0,0,1,0,2,peugeot 504,peugeot,0.42553191489361697,4,2
21,4,107.0,90.0,2430,14.5,70,0,24.0,0,1,0,2,audi 100 ls,audi,0.39893617021276595,4,2
22,4,104.0,95.0,2375,17.5,70,0,25.0,0,1,0,2,saab 99e,saab,0.42553191489361697,4,2
23,4,121.0,113.0,2234,12.5,70,0,26.0,0,1,0,2,bmw 2002,bmw,0.4521276595744681,4,2
24,6,199.0,90.0,2648,15.0,70,1,21.0,1,0,0,1,amc gremlin,amc,0.3191489361702128,6,1
25,8,360.0,215.0,4615,14.0,70,1,10.0,1,0,0,1,ford f250,ford,0.026595744680851047,8,1
26,8,307.0,200.0,4376,15.0,70,1,10.0,1,0,0,1,chevy c20,chevy,0.026595744680851047,8,1
27,8,318.0,210.0,4382,13.5,70,1,11.0,1,0,0,1,dodge d200,dodge,0.05319148936170212,8,1
28,8,304.0,193.0,4732,18.5,70,1,9.0,1,0,0,1,hi 1200d,hi,0.0,8,1
29,4,97.0,88.0,2130,14.5,71,0,27.0,0,0,1,3,datsun pl510,datsun,0.4787234042553191,4,3
30,4,140.0,90.0,2264,15.5,71,0,28.0,1,0,0,1,chevrolet vega 2300,chevrolet,0.5053191489361701,4,1
31,4,113.0,95.0,2228,14.0,71,0,25.0,0,0,1,3,toyota corona,toyota,0.42553191489361697,4,3
32,4,98.0,61.48628309791586,2046,19.0,71,0,25.0,1,0,0,1,ford pinto,ford,0.42553191489361697,4,1
33,6,232.0,100.0,2634,13.0,71,1,19.0,1,0,0,1,amc gremlin,amc,0.26595744680851063,6,1
34,6,225.0,105.0,3439,15.5,71,1,16.0,1,0,0,1,plymouth satellite custom,plymouth,0.18617021276595744,6,1
35,6,250.0,100.0,3329,15.5,71,1,17.0,1,0,0,1,chevrolet chevelle malibu,chevrolet,0.2127659574468085,6,1
36,6,250.0,88.0,3302,15.5,71,1,19.0,1,0,0,1,ford torino 500,ford,0.26595744680851063,6,1
37,6,232.0,100.0,3288,15.5,71,1,18.0,1,0,0,1,amc matador,amc,0.2393617021276596,6,1
38,8,350.0,165.0,4209,12.0,71,1,14.0,1,0,0,1,chevrolet impala,chevrolet,0.1329787234042553,8,1
39,8,400.0,175.0,4464,11.5,71,1,14.0,1,0,0,1,pontiac catalina brougham,pontiac,0.1329787234042553,8,1
40,8,351.0,153.0,4154,13.5,71,1,14.0,1,0,0,1,ford galaxie 500,ford,0.1329787234042553,8,1
41,8,318.0,150.0,4096,13.0,71,1,14.0,1,0,0,1,plymouth fury iii,plymouth,0.1329787234042553,8,1
42,8,383.0,180.0,4955,11.5,71,1,12.0,1,0,0,1,dodge monaco (sw),dodge,0.0797872340425532,8,1
43,8,400.0,170.0,4746,12.0,71,1,13.0,1,0,0,1,ford country squire (sw),ford,0.10638297872340427,8,1
44,8,400.0,175.0,5140,12.0,71,1,13.0,1,0,0,1,pontiac safari (sw),pontiac,0.10638297872340427,8,1
45,6,258.0,110.0,2962,13.5,71,1,18.0,1,0,0,1,amc hornet sportabout (sw),amc,0.2393617021276596,6,1
46,4,140.0,72.0,2408,19.0,71,0,22.0,1,0,0,1,chevrolet vega (sw),chevrolet,0.3457446808510638,4,1
47,6,250.0,100.0,3282,15.0,71,1,19.0,1,0,0,1,pontiac firebird,pontiac,0.26595744680851063,6,1
48,6,250.0,88.0,3139,14.5,71,1,18.0,1,0,0,1,ford mustang,ford,0.2393617021276596,6,1
49,4,122.0,86.0,2220,14.0,71,0,23.0,1,0,0,1,mercury capri 2000,mercury,0.3723404255319148,4,1
50,4,116.0,90.0,2123,14.0,71,0,28.0,0,1,0,2,opel 1900,opel,0.5053191489361701,4,2
51,4,79.0,70.0,2074,19.5,71,0,30.0,0,1,0,2,peugeot 304,peugeot,0.5585106382978723,4,2
52,4,88.0,76.0,2065,14.5,71,0,30.0,0,1,0,2,fiat 124b,fiat,0.5585106382978723,4,2
53,4,71.0,65.0,1773,19.0,71,0,31.0,0,0,1,3,toyota corolla 1200,toyota,0.5851063829787234,4,3
54,4,72.0,69.0,1613,18.0,71,0,35.0,0,0,1,3,datsun 1200,datsun,0.6914893617021276,4,3
55,4,97.0,60.0,1834,19.0,71,0,27.0,0,1,0,2,volkswagen model 111,volkswagen,0.4787234042553191,4,2
56,4,91.0,70.0,1955,20.5,71,0,26.0,1,0,0,1,plymouth cricket,plymouth,0.4521276595744681,4,1
57,4,113.0,95.0,2278,15.5,72,0,24.0,0,0,1,3,toyota corona hardtop,toyota,0.39893617021276595,4,3
58,4,97.5,80.0,2126,17.0,72,0,25.0,1,0,0,1,dodge colt hardtop,dodge,0.42553191489361697,4,1
59,4,97.0,54.0,2254,23.5,72,0,23.0,0,1,0,2,volkswagen type 3,volkswagen,0.3723404255319148,4,2
60,4,140.0,90.0,2408,19.5,72,0,20.0,1,0,0,1,chevrolet vega,chevrolet,0.29255319148936165,4,1
61,4,122.0,86.0,2226,16.5,72,0,21.0,1,0,0,1,ford pinto runabout,ford,0.3191489361702128,4,1
62,8,350.0,165.0,4274,12.0,72,1,13.0,1,0,0,1,chevrolet impala,chevrolet,0.10638297872340427,8,1
63,8,400.0,175.0,4385,12.0,72,1,14.0,1,0,0,1,pontiac catalina,pontiac,0.1329787234042553,8,1
64,8,318.0,150.0,4135,13.5,72,1,15.0,1,0,0,1,plymouth fury iii,plymouth,0.15957446808510636,8,1
65,8,351.0,153.0,4129,13.0,72,1,14.0,1,0,0,1,ford galaxie 500,ford,0.1329787234042553,8,1
66,8,304.0,150.0,3672,11.5,72,1,17.0,1,0,0,1,amc ambassador sst,amc,0.2127659574468085,8,1
67,8,429.0,208.0,4633,11.0,72,1,11.0,1,0,0,1,mercury marquis,mercury,0.05319148936170212,8,1
68,8,350.0,155.0,4502,13.5,72,1,13.0,1,0,0,1,buick lesabre custom,buick,0.10638297872340427,8,1
69,8,350.0,160.0,4456,13.5,72,1,12.0,1,0,0,1,oldsmobile delta 88 royale,oldsmobile,0.0797872340425532,8,1
70,8,400.0,190.0,4422,12.5,72,1,13.0,1,0,0,1,chrysler newport royal,chrysler,0.10638297872340427,8,1
71,4,70.0,97.0,2330,13.5,72,0,19.0,0,0,1,3,mazda rx2 coupe,mazda,0.26595744680851063,4,3
72,8,304.0,150.0,3892,12.5,72,1,15.0,1,0,0,1,amc matador (sw),amc,0.15957446808510636,8,1
73,8,307.0,130.0,4098,14.0,72,1,13.0,1,0,0,1,chevrolet chevelle concours (sw),chevrolet,0.10638297872340427,8,1
74,8,302.0,140.0,4294,16.0,72,1,13.0,1,0,0,1,ford gran torino (sw),ford,0.10638297872340427,8,1
75,8,318.0,150.0,4077,14.0,72,1,14.0,1,0,0,1,plymouth satellite custom (sw),plymouth,0.1329787234042553,8,1
76,4,121.0,112.0,2933,14.5,72,0,18.0,0,1,0,2,volvo 145e (sw),volvo,0.2393617021276596,4,2
77,4,121.0,76.0,2511,18.0,72,0,22.0,0,1,0,2,volkswagen 411 (sw),volkswagen,0.3457446808510638,4,2
78,4,120.0,87.0,2979,19.5,72,0,21.0,0,1,0,2,peugeot 504 (sw),peugeot,0.3191489361702128,4,2
79,4,96.0,69.0,2189,18.0,72,0,26.0,0,1,0,2,renault 12 (sw),renault,0.4521276595744681,4,2
80,4,122.0,86.0,2395,16.0,72,0,22.0,1,0,0,1,ford pinto (sw),ford,0.3457446808510638,4,1
81,4,97.0,92.0,2288,17.0,72,0,28.0,0,0,1,3,datsun 510 (sw),datsun,0.5053191489361701,4,3
82,4,120.0,97.0,2506,14.5,72,0,23.0,0,0,1,3,toyouta corona mark ii (sw),toyota,0.3723404255319148,4,3
83,4,98.0,80.0,2164,15.0,72,0,28.0,1,0,0,1,dodge colt (sw),dodge,0.5053191489361701,4,1
84,4,97.0,88.0,2100,16.5,72,0,27.0,0,0,1,3,toyota corolla 1600 (sw),toyota,0.4787234042553191,4,3
85,8,350.0,175.0,4100,13.0,73,1,13.0,1,0,0,1,buick century 350,buick,0.10638297872340427,8,1
86,8,304.0,150.0,3672,11.5,73,1,14.0,1,0,0,1,amc matador,amc,0.1329787234042553,8,1
87,8,350.0,145.0,3988,13.0,73,1,13.0,1,0,0,1,chevrolet malibu,chevrolet,0.10638297872340427,8,1
88,8,302.0,137.0,4042,14.5,73,1,14.0,1,0,0,1,ford gran torino,ford,0.1329787234042553,8,1
89,8,318.0,150.0,3777,12.5,73,1,15.0,1,0,0,1,dodge coronet custom,dodge,0.15957446808510636,8,1
90,8,429.0,198.0,4952,11.5,73,1,12.0,1,0,0,1,mercury marquis brougham,mercury,0.0797872340425532,8,1
91,8,400.0,150.0,4464,12.0,73,1,13.0,1,0,0,1,chevrolet caprice classic,chevrolet,0.10638297872340427,8,1
92,8,351.0,158.0,4363,13.0,73,1,13.0,1,0,0,1,ford ltd,ford,0.10638297872340427,8,1
93,8,318.0,150.0,4237,14.5,73,1,14.0,1,0,0,1,plymouth fury gran sedan,plymouth,0.1329787234042553,8,1
94,8,440.0,215.0,4735,11.0,73,1,13.0,1,0,0,1,chrysler new yorker brougham,chrysler,0.10638297872340427,8,1
95,8,455.0,225.0,4951,11.0,73,1,12.0,1,0,0,1,buick electra 225 custom,buick,0.0797872340425532,8,1
96,8,360.0,175.0,3821,11.0,73,1,13.0,1,0,0,1,amc ambassador brougham,amc,0.10638297872340427,8,1
97,6,225.0,105.0,3121,16.5,73,1,18.0,1,0,0,1,plymouth valiant,plymouth,0.2393617021276596,6,1
98,6,250.0,100.0,3278,18.0,73,1,16.0,1,0,0,1,chevrolet nova custom,chevrolet,0.18617021276595744,6,1
99,6,232.0,100.0,2945,16.0,73,1,18.0,1,0,0,1,amc hornet,amc,0.2393617021276596,6,1
100,6,250.0,88.0,3021,16.5,73,1,18.0,1,0,0,1,ford maverick,ford,0.2393617021276596,6,1
101,6,198.0,95.0,2904,16.0,73,1,23.0,1,0,0,1,plymouth duster,plymouth,0.3723404255319148,6,1
102,4,97.0,46.0,1950,21.0,73,0,26.0,0,1,0,2,volkswagen super beetle,volkswagen,0.4521276595744681,4,2
103,8,400.0,150.0,4997,14.0,73,1,11.0,1,0,0,1,chevrolet impala,chevrolet,0.05319148936170212,8,1
104,8,400.0,167.0,4906,12.5,73,1,12.0,1,0,0,1,ford country,ford,0.0797872340425532,8,1
105,8,360.0,170.0,4654,13.0,73,1,13.0,1,0,0,1,plymouth custom suburb,plymouth,0.10638297872340427,8,1
106,8,350.0,180.0,4499,12.5,73,1,12.0,1,0,0,1,oldsmobile vista cruiser,oldsmobile,0.0797872340425532,8,1
107,6,232.0,100.0,2789,15.0,73,1,18.0,1,0,0,1,amc gremlin,amc,0.2393617021276596,6,1
108,4,97.0,88.0,2279,19.0,73,0,20.0,0,0,1,3,toyota carina,toyota,0.29255319148936165,4,3
109,4,140.0,72.0,2401,19.5,73,0,21.0,1,0,0,1,chevrolet vega,chevrolet,0.3191489361702128,4,1
110,4,108.0,94.0,2379,16.5,73,0,22.0,0,0,1,3,datsun 610,datsun,0.3457446808510638,4,3
111,4,70.0,90.0,2124,13.5,73,0,18.0,0,0,1,3,maxda rx3,mazda,0.2393617021276596,4,3
112,4,122.0,85.0,2310,18.5,73,0,19.0,1,0,0,1,ford pinto,ford,0.26595744680851063,4,1
113,6,155.0,107.0,2472,14.0,73,1,21.0,1,0,0,1,mercury capri v6,mercury,0.3191489361702128,6,1
114,4,98.0,90.0,2265,15.5,73,0,26.0,0,1,0,2,fiat 124 sport coupe,fiat,0.4521276595744681,4,2
115,8,350.0,145.0,4082,13.0,73,1,15.0,1,0,0,1,chevrolet monte carlo s,chevrolet,0.15957446808510636,8,1
116,8,400.0,230.0,4278,9.5,73,1,16.0,1,0,0,1,pontiac grand prix,pontiac,0.18617021276595744,8,1
117,4,68.0,49.0,1867,19.5,73,0,29.0,0,1,0,2,fiat 128,fiat,0.5319148936170213,4,2
118,4,116.0,75.0,2158,15.5,73,0,24.0,0,1,0,2,opel manta,opel,0.39893617021276595,4,2
119,4,114.0,91.0,2582,14.0,73,0,20.0,0,1,0,2,audi 100ls,audi,0.29255319148936165,4,2
120,4,121.0,112.0,2868,15.5,73,0,19.0,0,1,0,2,volvo 144ea,volvo,0.26595744680851063,4,2
121,8,318.0,150.0,3399,11.0,73,1,15.0,1,0,0,1,dodge dart custom,dodge,0.15957446808510636,8,1
122,4,121.0,110.0,2660,14.0,73,0,24.0,0,1,0,2,saab 99le,saab,0.39893617021276595,4,2
123,6,156.0,122.0,2807,13.5,73,0,20.0,0,0,1,3,toyota mark ii,toyota,0.29255319148936165,6,3
124,8,350.0,180.0,3664,11.0,73,1,11.0,1,0,0,1,oldsmobile omega,oldsmobile,0.05319148936170212,8,1
125,6,198.0,95.0,3102,16.5,74,1,20.0,1,0,0,1,plymouth duster,plymouth,0.29255319148936165,6,1
126,6,200.0,95.37259781317464,2875,17.0,74,1,21.0,1,0,0,1,ford maverick,ford,0.3191489361702128,6,1
127,6,232.0,100.0,2901,16.0,74,1,19.0,1,0,0,1,amc hornet,amc,0.26595744680851063,6,1
128,6,250.0,100.0,3336,17.0,74,1,15.0,1,0,0,1,chevrolet nova,chevrolet,0.15957446808510636,6,1
129,4,79.0,67.0,1950,19.0,74,0,31.0,0,0,1,3,datsun b210,datsun,0.5851063829787234,4,3
130,4,122.0,80.0,2451,16.5,74,0,26.0,1,0,0,1,ford pinto,ford,0.4521276595744681,4,1
131,4,71.0,65.0,1836,21.0,74,0,32.0,0,0,1,3,toyota corolla 1200,toyota,0.6117021276595744,4,3
132,4,140.0,75.0,2542,17.0,74,0,25.0,1,0,0,1,chevrolet vega,chevrolet,0.42553191489361697,4,1
133,6,250.0,100.0,3781,17.0,74,1,16.0,1,0,0,1,chevrolet chevelle malibu classic,chevrolet,0.18617021276595744,6,1
134,6,258.0,110.0,3632,18.0,74,1,16.0,1,0,0,1,amc matador,amc,0.18617021276595744,6,1
135,6,225.0,105.0,3613,16.5,74,1,18.0,1,0,0,1,plymouth satellite sebring,plymouth,0.2393617021276596,6,1
136,8,302.0,140.0,4141,14.0,74,1,16.0,1,0,0,1,ford gran torino,ford,0.18617021276595744,8,1
137,8,350.0,150.0,4699,14.5,74,1,13.0,1,0,0,1,buick century luxus (sw),buick,0.10638297872340427,8,1
138,8,318.0,150.0,4457,13.5,74,1,14.0,1,0,0,1,dodge coronet custom (sw),dodge,0.1329787234042553,8,1
139,8,302.0,140.0,4638,16.0,74,1,14.0,1,0,0,1,ford gran torino (sw),ford,0.1329787234042553,8,1
140,8,304.0,150.0,4257,15.5,74,1,14.0,1,0,0,1,amc matador (sw),amc,0.1329787234042553,8,1
141,4,98.0,83.0,2219,16.5,74,0,29.0,0,1,0,2,audi fox,audi,0.5319148936170213,4,2
142,4,79.0,67.0,1963,15.5,74,0,26.0,0,1,0,2,volkswagen dasher,volkswagen,0.4521276595744681,4,2
143,4,97.0,78.0,2300,14.5,74,0,26.0,0,1,0,2,opel manta,opel,0.4521276595744681,4,2
144,4,76.0,52.0,1649,16.5,74,0,31.0,0,0,1,3,toyota corona,toyota,0.5851063829787234,4,3
145,4,83.0,61.0,2003,19.0,74,0,32.0,0,0,1,3,datsun 710,datsun,0.6117021276595744,4,3
146,4,90.0,75.0,2125,14.5,74,0,28.0,1,0,0,1,dodge colt,dodge,0.5053191489361701,4,1
147,4,90.0,75.0,2108,15.5,74,0,24.0,0,1,0,2,fiat 128,fiat,0.39893617021276595,4,2
148,4,116.0,75.0,2246,14.0,74,0,26.0,0,1,0,2,fiat 124 tc,fiat,0.4521276595744681,4,2
149,4,120.0,97.0,2489,15.0,74,0,24.0,0,0,1,3,honda civic,honda,0.39893617021276595,4,3
150,4,108.0,93.0,2391,15.5,74,0,26.0,0,0,1,3,subaru,subaru,0.4521276595744681,4,3
151,4,79.0,67.0,2000,16.0,74,0,31.0,0,1,0,2,fiat x1.9,fiat,0.5851063829787234,4,2
152,6,225.0,95.0,3264,16.0,75,1,19.0,1,0,0,1,plymouth valiant custom,plymouth,0.26595744680851063,6,1
153,6,250.0,105.0,3459,16.0,75,1,18.0,1,0,0,1,chevrolet nova,chevrolet,0.2393617021276596,6,1
154,6,250.0,72.0,3432,21.0,75,1,15.0,1,0,0,1,mercury monarch,mercury,0.15957446808510636,6,1
155,6,250.0,72.0,3158,19.5,75,1,15.0,1,0,0,1,ford maverick,ford,0.15957446808510636,6,1
156,8,400.0,170.0,4668,11.5,75,1,16.0,1,0,0,1,pontiac catalina,pontiac,0.18617021276595744,8,1
157,8,350.0,145.0,4440,14.0,75,1,15.0,1,0,0,1,chevrolet bel air,chevrolet,0.15957446808510636,8,1
158,8,318.0,150.0,4498,14.5,75,1,16.0,1,0,0,1,plymouth grand fury,plymouth,0.18617021276595744,8,1
159,8,351.0,148.0,4657,13.5,75,1,14.0,1,0,0,1,ford ltd,ford,0.1329787234042553,8,1
160,6,231.0,110.0,3907,21.0,75,1,17.0,1,0,0,1,buick century,buick,0.2127659574468085,6,1
161,6,250.0,105.0,3897,18.5,75,1,16.0,1,0,0,1,chevroelt chevelle malibu,chevrolet,0.18617021276595744,6,1
162,6,258.0,110.0,3730,19.0,75,1,15.0,1,0,0,1,amc matador,amc,0.15957446808510636,6,1
163,6,225.0,95.0,3785,19.0,75,1,18.0,1,0,0,1,plymouth fury,plymouth,0.2393617021276596,6,1
164,6,231.0,110.0,3039,15.0,75,1,21.0,1,0,0,1,buick skyhawk,buick,0.3191489361702128,6,1
165,8,262.0,110.0,3221,13.5,75,1,20.0,1,0,0,1,chevrolet monza 2+2,chevrolet,0.29255319148936165,8,1
166,8,302.0,129.0,3169,12.0,75,1,13.0,1,0,0,1,ford mustang ii,ford,0.10638297872340427,8,1
167,4,97.0,75.0,2171,16.0,75,0,29.0,0,0,1,3,toyota corolla,toyota,0.5319148936170213,4,3
168,4,140.0,83.0,2639,17.0,75,0,23.0,1,0,0,1,ford pinto,ford,0.3723404255319148,4,1
169,6,232.0,100.0,2914,16.0,75,1,20.0,1,0,0,1,amc gremlin,amc,0.29255319148936165,6,1
170,4,140.0,78.0,2592,18.5,75,0,23.0,1,0,0,1,pontiac astro,pontiac,0.3723404255319148,4,1
171,4,134.0,96.0,2702,13.5,75,0,24.0,0,0,1,3,toyota corona,toyota,0.39893617021276595,4,3
172,4,90.0,71.0,2223,16.5,75,0,25.0,0,1,0,2,volkswagen dasher,volkswagen,0.42553191489361697,4,2
173,4,119.0,97.0,2545,17.0,75,0,24.0,0,0,1,3,datsun 710,datsun,0.39893617021276595,4,3
174,6,171.0,97.0,2984,14.5,75,1,18.0,1,0,0,1,ford pinto,ford,0.2393617021276596,6,1
175,4,90.0,70.0,1937,14.0,75,0,29.0,0,1,0,2,volkswagen rabbit,volkswagen,0.5319148936170213,4,2
176,6,232.0,90.0,3211,17.0,75,1,19.0,1,0,0,1,amc pacer,amc,0.26595744680851063,6,1
177,4,115.0,95.0,2694,15.0,75,0,23.0,0,1,0,2,audi 100ls,audi,0.3723404255319148,4,2
178,4,120.0,88.0,2957,17.0,75,0,23.0,0,1,0,2,peugeot 504,peugeot,0.3723404255319148,4,2
179,4,121.0,98.0,2945,14.5,75,0,22.0,0,1,0,2,volvo 244dl,volvo,0.3457446808510638,4,2
180,4,121.0,115.0,2671,13.5,75,0,25.0,0,1,0,2,saab 99le,saab,0.42553191489361697,4,2
181,4,91.0,53.0,1795,17.5,75,0,33.0,0,0,1,3,honda civic cvcc,honda,0.6382978723404255,4,3
182,4,107.0,86.0,2464,15.5,76,0,28.0,0,1,0,2,fiat 131,fiat,0.5053191489361701,4,2
183,4,116.0,81.0,2220,16.9,76,0,25.0,0,1,0,2,opel 1900,opel,0.42553191489361697,4,2
184,4,140.0,92.0,2572,14.9,76,0,25.0,1,0,0,1,capri ii,capri,0.42553191489361697,4,1
185,4,98.0,79.0,2255,17.7,76,0,26.0,1,0,0,1,dodge colt,dodge,0.4521276595744681,4,1
186,4,101.0,83.0,2202,15.3,76,0,27.0,0,1,0,2,renault 12tl,renault,0.4787234042553191,4,2
187,8,305.0,140.0,4215,13.0,76,1,17.5,1,0,0,1,chevrolet chevelle malibu classic,chevrolet,0.22606382978723402,8,1
188,8,318.0,150.0,4190,13.0,76,1,16.0,1,0,0,1,dodge coronet brougham,dodge,0.18617021276595744,8,1
189,8,304.0,120.0,3962,13.9,76,1,15.5,1,0,0,1,amc matador,amc,0.17287234042553193,8,1
190,8,351.0,152.0,4215,12.8,76,1,14.5,1,0,0,1,ford gran torino,ford,0.14627659574468085,8,1
191,6,225.0,100.0,3233,15.4,76,1,22.0,1,0,0,1,plymouth valiant,plymouth,0.3457446808510638,6,1
192,6,250.0,105.0,3353,14.5,76,1,22.0,1,0,0,1,chevrolet nova,chevrolet,0.3457446808510638,6,1
193,6,200.0,81.0,3012,17.6,76,1,24.0,1,0,0,1,ford maverick,ford,0.39893617021276595,6,1
194,6,232.0,90.0,3085,17.6,76,1,22.5,1,0,0,1,amc hornet,amc,0.35904255319148937,6,1
195,4,85.0,52.0,2035,22.2,76,0,29.0,1,0,0,1,chevrolet chevette,chevrolet,0.5319148936170213,4,1
196,4,98.0,60.0,2164,22.1,76,0,24.5,1,0,0,1,chevrolet woody,chevrolet,0.4122340425531914,4,1
197,4,90.0,70.0,1937,14.2,76,0,29.0,0,1,0,2,vw rabbit,volkswagen,0.5319148936170213,4,2
198,4,91.0,53.0,1795,17.4,76,0,33.0,0,0,1,3,honda civic,honda,0.6382978723404255,4,3
